rule_id,compound_class,subclass,source_entity,target_entity,source_entity_id,target_entity_id,transformation_name,evidence_type,template_support_level,candidate_policy,propagation_policy,reaction_arity,reactant_entities,product_entities,anchor_reactant_index,network_anchor_role,resolved_network_anchor_count,anchor_resolution_stage,reaction_type,reaction_operator,formula_equation,reactant_form_ids,product_form_ids,fragment_evidence_contract,calculated_delta_mass,chemical_validation_status,product_resolution_status,derivation_id,delta_mass,direction,repeatable,max_repeat,required_context,evidence_ids,review_status,review_note
tr_7916263aa1d035,ginsenoside,,ginsenoside Rg2,ginsenoside Rh1,entity_52946a3c681989c1,entity_62384753ece5380a,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_52946a3c681989c1"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_62384753ece5380a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C42H72O13 -> C36H62O9,"[""form_3393305ea80a2dd7""]","[""form_1c95210068583a55""]",{},-146.057909,valid,unique_reported_entity,derivation_9cf5ce89bb74ba,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_b990dd65aac18f,ginsenoside,,Double bond hydrated-protopana xatriol+2Glc+Malon yl Glc,Double bond hydrated-protopana xatriol+3Glc,entity_73ec3a5f4263227f,entity_6eace709e876403a,loss of reported malonyl component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_73ec3a5f4263227f"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6eace709e876403a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_malonyl_component,C51H86O23 -> C48H84O20,"[""form_19acfdbdafce7d89""]","[""form_d49a673b52b79083""]",{},-86.000394,valid,unique_reported_entity,derivation_6bbc10bf32e1eb,-86.000394,source_to_target,FALSE,1,real resolved network anchor,chunk_772144b2e1305d68f4bc;chunk_33ccc43f84d5c18f8719;chunk_61cc3475ac19b478f9c8;chunk_820b3d4385e04b5d2e07;chunk_e5369181e2b751ff7b26,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_92831e21a8385d,ginsenoside,,G-Rc,G-Rd,entity_1f50137473f79c32,entity_3c1dfb232de48c72,loss of reported ara(f) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_1f50137473f79c32"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_3c1dfb232de48c72"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_f_component,C53H90O22 -> C48H82O18,"[""form_f7158d1a82dd7d29""]","[""form_67c0aea2428db18b""]",{},-132.042259,valid,unique_reported_entity,derivation_83c8e216ede940,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_fedce480d59f43,ginsenoside,,Malonyl-ginsenosid e Rc/,Protopanaxadio+Xy l/Ara+Glc+ malonyl,entity_43795b417674fdb1,entity_67e56912990bbf73,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_43795b417674fdb1"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_67e56912990bbf73"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C56H92O25 -> C50H82O20,"[""form_e722006d8237a59d""]","[""form_e9c950c38b126a22""]",{},-162.052823,valid,unique_reported_entity,derivation_064aa3c81131c4,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1e0fe7dfbd0154011493;chunk_2dcc00c6d0a251ab5e2b;chunk_38304d052dd5fcd54dde;chunk_544962d9e757af72b5fb;chunk_f20c1da1fa3bf8f85bc2,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_99db980812d893,ginsenoside,,Ginsenoside Rb2,Gypenoside,entity_b3a6760e99a1e624,entity_72b5e9a9dba187d9,loss of reported ara(p) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_b3a6760e99a1e624"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_72b5e9a9dba187d9"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_p_component,C53H90O22 -> C48H82O18,"[""form_eddfee3534aed8e5""]","[""form_2f75fb8072ace89b""]",{},-132.042259,valid,unique_reported_entity,derivation_aa3da87ea1d4ed,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1c1e6578ab8c9a02d5a4;chunk_44d4a4e6539fd0f822c9;chunk_654d2a4219b13a49d8a1;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_b76b2342a2c50a,ginsenoside,,Dehydrated-protop anaxatriol+2Glc+Ac etyl Glc,Dehydrated-protop anaxatriol+3Glc,entity_3d3aaab0904ed991,entity_a08a833a37a944f3,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_3d3aaab0904ed991"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_a08a833a37a944f3"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C50H82O19 -> C48H80O18,"[""form_4cfae30972f350f2""]","[""form_03ba0522adc84eb9""]",{},-42.010565,valid,unique_reported_entity,derivation_ec955fecc73f8b,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_1a9c74f9d4969dc6ae23;chunk_de99e4a819fb7f2362c1,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_1e59a0335142ab,ginsenoside,,G-Re,Ginsenoside Rg1,entity_6c49b2d9ef82cc1f,entity_d96110b1470152a6,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_6c49b2d9ef82cc1f"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_d96110b1470152a6"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C48H82O18 -> C42H72O14,"[""form_a97c57706d000e7e""]","[""form_7e15527b576a6354""]",{},-146.057909,valid,unique_reported_entity,derivation_a1996942aae209,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_8a141e4db7335b,ginsenoside,,Ginsenoside Re,ginsenoside Rf,entity_23d34ff9f882b214,entity_aa500cbc70ff655a,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_23d34ff9f882b214"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_aa500cbc70ff655a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C48H82O18 -> C42H72O14,"[""form_db88fdae80105092""]","[""form_27b1c936bea52cc8""]",{},-146.057909,valid,unique_reported_entity,derivation_f209878163b552,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_2f45286d6cf7b4,ginsenoside,,Ginsenoside Rc,Ginsenoside Rd,entity_56af8ed5402cfe0b,entity_6cf53cd8e18ecbba,loss of reported ara(f) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_56af8ed5402cfe0b"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6cf53cd8e18ecbba"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_f_component,C53H90O22 -> C48H82O18,"[""form_1be600cfda8b63c2""]","[""form_301a8c7f3bc70122""]",{},-132.042259,valid,unique_reported_entity,derivation_b3da63c815f52b,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_606ed659830dad,ginsenoside,,Dehydrated-protop anaxatriol+4Glc,Dehydrated-protop anaxatriol+3Glc,entity_43f5107d16cf2aa7,entity_a08a833a37a944f3,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_43f5107d16cf2aa7"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_a08a833a37a944f3"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C54H90O23 -> C48H80O18,"[""form_915be1a6ab8c1e4f""]","[""form_03ba0522adc84eb9""]",{},-162.052823,valid,unique_reported_entity,derivation_cd87a4007238a6,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1e766e15f6972121fe14;chunk_bb6f7a0fbb615d1d99ec;chunk_de99e4a819fb7f2362c1,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_586aa6a81ab461,ginsenoside,,koryoginsenoside R1,Ginsenoside Rg1,entity_b506080fbc6bd6ae,entity_d96110b1470152a6,loss of reported but component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_b506080fbc6bd6ae"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_d96110b1470152a6"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_but_component,C46H76O15 -> C42H72O14,"[""form_10892323936e0d05""]","[""form_7e15527b576a6354""]",{},-68.026215,valid,unique_reported_entity,derivation_cf114e550e1e1a,-68.026215,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_b3b98bbbdad591,ginsenoside,,20-glc-G-Rf,ginsenoside Rf,entity_1e9c9158b2d9f931,entity_aa500cbc70ff655a,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_1e9c9158b2d9f931"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_aa500cbc70ff655a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_33560fce01591579""]","[""form_27b1c936bea52cc8""]",{},-162.052823,valid,unique_reported_entity,derivation_c73a0ef20d5d15,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_8ead973a15a97c,ginsenoside,,Ginsenoside Rb1,G-Rd,entity_496674d5f8dd7a78,entity_3c1dfb232de48c72,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_496674d5f8dd7a78"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_3c1dfb232de48c72"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C54H92O23 -> C48H82O18,"[""form_14296387449fa48c""]","[""form_67c0aea2428db18b""]",{},-162.052823,valid,unique_reported_entity,derivation_c03b948a37c2f1,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_77859f2abc36b3,ginsenoside,,ginsenoside Ra2,Ginsenoside Rb3,entity_d09e71bd59bbe9fe,entity_51ddcb86ca8d9896,loss of reported ara(f) component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_d09e71bd59bbe9fe"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_51ddcb86ca8d9896"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ara_f_component,C58H98O26 -> C53H90O22,"[""form_f9b6e85a0cb108eb""]","[""form_d296c75372b86da0""]",{},-132.042259,valid,unique_reported_entity,derivation_77c0798e5a8730,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_a5c2cf4d67e952,ginsenoside,,G-Re3,G-Rg1,entity_1cda1359c9338194,entity_11d5cf053633d1b5,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_1cda1359c9338194"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_11d5cf053633d1b5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_6722dbee8c924ec7""]","[""form_f8fd40e1318431a4""]",{},-162.052823,valid,unique_reported_entity,derivation_d4648f3378da6c,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283;chunk_1c1e6578ab8c9a02d5a4;chunk_882470a12bfb0084bea7;chunk_acc6e934be5d2cae972b;chunk_b9378f3b91b1ce003c5a,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_afc780da1ef454,ginsenoside,,ginsenoside Rf,ginsenoside Rh1,entity_aa500cbc70ff655a,entity_62384753ece5380a,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_aa500cbc70ff655a"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_62384753ece5380a"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C42H72O14 -> C36H62O9,"[""form_27b1c936bea52cc8""]","[""form_1c95210068583a55""]",{},-162.052823,valid,unique_reported_entity,derivation_85a0a40a6762e2,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_82db666f5d7365,ginsenoside,,Pseudo-G-RC1,Acetyl-Ginsenoside Rg3,entity_2442bddd18492c1e,entity_6fb97f378aaa39ff,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_2442bddd18492c1e"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6fb97f378aaa39ff"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C50H84O19 -> C44H74O14,"[""form_7a58cf35d8353728""]","[""form_a534b78873d22276""]",{},-162.052823,valid,unique_reported_entity,derivation_0f6d01ad8ee626,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_61004029bc1f218b90c1;chunk_654d2a4219b13a49d8a1;chunk_8d91bddac5b66a96dcd3,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_153de3368d6bb4,ginsenoside,,Malonyl-ginsenosid e Ra1/,Ginsenoside Ra1 isomer/Ginsenoside,entity_18617b4a01d0a79b,entity_287cdcbacd4855f5,loss of reported malonyl component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_18617b4a01d0a79b"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_287cdcbacd4855f5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_malonyl_component,C61H100O29 -> C58H98O26,"[""form_63f4ffc376fedaf9""]","[""form_d52facb96b7f6a6e""]",{},-86.000394,valid,unique_reported_entity,derivation_1abd3064368783,-86.000394,source_to_target,FALSE,1,real resolved network anchor,chunk_772144b2e1305d68f4bc;chunk_18f822eeef9be289989a;chunk_296efb1406e5dc703bcc;chunk_6cd549351d3ab4c51a02;chunk_84232ac5b40e12637240;chunk_e14520e195f2ba1a644f,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_22eaf4e4398c6d,ginsenoside,,ginsenoside Re6,G-Rf,entity_52e69b9be833c34b,entity_fc7578bb143494c5,loss of reported but component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_52e69b9be833c34b"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_fc7578bb143494c5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_but_component,C46H76O15 -> C42H72O14,"[""form_0af0834bfc9aaae9""]","[""form_3892af7899663cbb""]",{},-68.026215,valid,unique_reported_entity,derivation_a8cc71dc553869,-68.026215,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_15955d34e68303239283;chunk_3fbcfd2a032f66b908a5;chunk_882470a12bfb0084bea7;chunk_cede274bcb6c91cff19e,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_0eafdd9be10c48,ginsenoside,,G-Rb1,Ginsenoside Rd,entity_8a8de1145f59f199,entity_6cf53cd8e18ecbba,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_8a8de1145f59f199"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_6cf53cd8e18ecbba"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C54H92O23 -> C48H82O18,"[""form_f255d9982516474c""]","[""form_301a8c7f3bc70122""]",{},-162.052823,valid,unique_reported_entity,derivation_d6abbca4390b11,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_28d9808492de54,ginsenoside,,ginsenoside Re1,G-Rg1,entity_2ec6b6cd03228d6e,entity_11d5cf053633d1b5,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_2ec6b6cd03228d6e"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_11d5cf053633d1b5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_ee6afa69e4cbce36""]","[""form_f8fd40e1318431a4""]",{},-162.052823,valid,unique_reported_entity,derivation_7ed30fea8f43c6,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_15955d34e68303239283;chunk_17559ab5861cab223c30;chunk_1c1e6578ab8c9a02d5a4;chunk_882470a12bfb0084bea7;chunk_ce301891eaa5f1eecc48,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_8209c9540aa9f3,ginsenoside,,koryoginsenoside,G-Re2,entity_ad12e53dcb453643,entity_a5d5bef04f6534de,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_ad12e53dcb453643"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_a5d5bef04f6534de"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C54H92O24 -> C48H82O19,"[""form_fb90cd582faea142""]","[""form_1257a0f8cf0ddf8a""]",{},-162.052823,valid,unique_reported_entity,derivation_3e3ca9f0424bfe,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1c1e6578ab8c9a02d5a4,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_15a142125305a2,ginsenoside,,G-Re,G-Rf,entity_6c49b2d9ef82cc1f,entity_fc7578bb143494c5,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_6c49b2d9ef82cc1f"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_fc7578bb143494c5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C48H82O18 -> C42H72O14,"[""form_a97c57706d000e7e""]","[""form_3892af7899663cbb""]",{},-146.057909,valid,unique_reported_entity,derivation_22ba4e90f27e09,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_4997b2e7b89b65,ginsenoside,,Pseudo-G-RC1,Acetyl G-Rg3,entity_2442bddd18492c1e,entity_9937b8eeb9981bdd,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_2442bddd18492c1e"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_9937b8eeb9981bdd"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C50H84O19 -> C44H74O14,"[""form_7a58cf35d8353728""]","[""form_d9b81a85dbf20814""]",{},-162.052823,valid,unique_reported_entity,derivation_fb233920ca377c,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_61004029bc1f218b90c1;chunk_654d2a4219b13a49d8a1;chunk_8d91bddac5b66a96dcd3,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_ef99e5683f4459,ginsenoside,,Ginsenoside Rf2,Double bond hydrated-protopana xatriol+Glc,entity_5447cf75ba9ef3ed,entity_ff84d9a02d61ca07,loss of reported rha component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_5447cf75ba9ef3ed"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_ff84d9a02d61ca07"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_rha_component,C42H74O14 -> C36H64O10,"[""form_0b616a90f4e2b631""]","[""form_0c1bab0699de6161""]",{},-146.057909,valid,unique_reported_entity,derivation_b59e45cd0a3ecc,-146.057909,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_c1077fde30e2da8f2a3b;chunk_ddf20c4304c1d86a4b32,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_131d1dbed320e6,ginsenoside,,Malonyl-ginsenosid e Rc/,Protopanaxadio+Xy l/Ara+Glc+malonyl,entity_43795b417674fdb1,entity_f3c36782a47b23a8,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_43795b417674fdb1"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_f3c36782a47b23a8"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C56H92O25 -> C50H82O20,"[""form_e722006d8237a59d""]","[""form_5eac1b938a448d4e""]",{},-162.052823,valid,unique_reported_entity,derivation_60e9348451f604,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1e0fe7dfbd0154011493;chunk_2dcc00c6d0a251ab5e2b;chunk_38304d052dd5fcd54dde;chunk_544962d9e757af72b5fb;chunk_f20c1da1fa3bf8f85bc2,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_7ee5ce2305bd1f,ginsenoside,,Oxidated-protopan axatriol+Acetyl Glc,Oxidated-protopan axatriol+Glc,entity_336893c6700357cc,entity_523d29e7fb0d53f4,loss of reported ac component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_336893c6700357cc"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_523d29e7fb0d53f4"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_ac_component,C38H64O11 -> C36H62O10,"[""form_5c221e72c22a2308""]","[""form_4f453f5ee457eaf5""]",{},-42.010565,valid,unique_reported_entity,derivation_db2965fd4a2c1c,-42.010565,source_to_target,FALSE,1,real resolved network anchor,chunk_a8a31155a0b2bb6655b5;chunk_8b0d4fd16f7534c1e694;chunk_d2ee36efb85368dc23d1,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_5fe9c5aeb6256b,ginsenoside,,G-Ra2,Ginsenoside Rc,entity_bbd09d34df0fc1f1,entity_56af8ed5402cfe0b,loss of reported xyl component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_bbd09d34df0fc1f1"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_56af8ed5402cfe0b"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_xyl_component,C58H98O26 -> C53H90O22,"[""form_9e0989db1043a7f6""]","[""form_1be600cfda8b63c2""]",{},-132.042259,valid,unique_reported_entity,derivation_3af3bdf3bbd87c,-132.042259,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_784ca4f837c7a19c3aad,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_dedd5736258eb4,ginsenoside,,Malonyl-ginsenosid e Rc,Protopanaxadio+Xy l/Ara+Glc+ malonyl,entity_b5f4fb671cd32779,entity_67e56912990bbf73,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_b5f4fb671cd32779"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_67e56912990bbf73"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C56H92O25 -> C50H82O20,"[""form_4fcf4f3f1c3dd3e7""]","[""form_e9c950c38b126a22""]",{},-162.052823,valid,unique_reported_entity,derivation_d0c1edaee32914,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_1e0fe7dfbd0154011493;chunk_2dcc00c6d0a251ab5e2b;chunk_38304d052dd5fcd54dde;chunk_544962d9e757af72b5fb;chunk_f20c1da1fa3bf8f85bc2,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
tr_b23ae515741b29,ginsenoside,,20-glu-G-Rf,G-Rf,entity_8be63c29ef8b44ca,entity_fc7578bb143494c5,loss of reported glc component,literature_inferred,,,,1,"[{""coefficient"":1,""entity_id"":""entity_8be63c29ef8b44ca"",""role"":""substrate""}]","[{""coefficient"":1,""entity_id"":""entity_fc7578bb143494c5"",""role"":""product""}]",0,substrate,0,network_preflight,unary_literature_transformation,loss_of_reported_glc_component,C48H82O19 -> C42H72O14,"[""form_81ff0e1e7859804e""]","[""form_3892af7899663cbb""]",{},-162.052823,valid,unique_reported_entity,derivation_d3198ea0ac0c50,-162.052823,source_to_target,FALSE,1,real resolved network anchor,chunk_adad5f853e121b5f435a;chunk_882470a12bfb0084bea7,candidate,Independent loss-mechanism evidence joined to co-reported entity component profiles with an exact formula balance.
